timestamp,guild_id,thread_id,user_id,engine,input_tokens,output_tokens
2024-11-13T11:58:01.831742-07:00,1058490579799003187,1306332225796571148,911012305880358952,gpt-4o,491,6
2024-11-13T11:58:07.384605-07:00,1058490579799003187,1306332225796571148,911012305880358952,gpt-4o,510,20
2024-11-20T13:16:01.055412-07:00,927616651409649675,1308888237066162280,1281318400228065386,gpt-4o,839,57
2024-11-20T13:16:56.998652-07:00,927616651409649675,1308888237066162280,1281318400228065386,gpt-4o,916,31
2024-11-20T13:17:42.128438-07:00,927616651409649675,1308888237066162280,1281318400228065386,gpt-4o,960,25
2024-11-20T13:18:14.645616-07:00,927616651409649675,1308888237066162280,1281318400228065386,gpt-4o,1343,53
2024-11-20T13:18:56.893529-07:00,927616651409649675,1308888237066162280,1281318400228065386,gpt-4o,1423,45
2024-11-20T13:19:38.142548-07:00,927616651409649675,1308888237066162280,1281318400228065386,gpt-4o,1493,53
2024-11-20T13:19:56.386662-07:00,927616651409649675,1308888237066162280,1281318400228065386,gpt-4o,1555,19
2024-11-20T13:21:36.201069-07:00,927616651409649675,1308889977693667408,1281622160779251726,gpt-4o,679,12
2024-11-20T13:21:40.445691-07:00,747510855536738336,1308889468735983657,542532081469620237,gpt-4o,501,25
2024-11-20T13:21:45.721098-07:00,927616651409649675,1308889977693667408,1281622160779251726,gpt-4o,703,17
2024-11-20T13:21:55.912282-07:00,927616651409649675,1308889977693667408,1281622160779251726,gpt-4o,734,36
2024-11-20T13:22:33.633921-07:00,927616651409649675,1308889977693667408,1281622160779251726,gpt-4o,801,30
2024-11-20T13:22:57.514018-07:00,747510855536738336,1308889468735983657,542532081469620237,gpt-4o,817,79
2024-11-20T13:23:02.608642-07:00,927616651409649675,1308890287984349234,1280655752138063903,gpt-4o,517,57
2024-11-20T13:23:51.708500-07:00,747510855536738336,1308889468735983657,542532081469620237,gpt-4o,910,38
2024-11-20T13:24:14.755058-07:00,927616651409649675,1308889977693667408,1281622160779251726,gpt-4o,1035,43
2024-11-20T13:24:27.418067-07:00,927616651409649675,1308890700896800818,1280929595318734889,gpt-4o,687,10
2024-11-20T13:25:05.581411-07:00,927616651409649675,1308890700896800818,1280929595318734889,gpt-4o,737,28
2024-11-20T13:25:25.935178-07:00,927616651409649675,1308889977693667408,1281622160779251726,gpt-4o,1135,50
2024-11-20T13:25:48.313391-07:00,927616651409649675,1308890700896800818,1280929595318734889,gpt-4o,794,28
2024-11-20T13:25:48.942214-07:00,927616651409649675,1308889977693667408,1281622160779251726,gpt-4o,1202,35
2024-11-20T13:26:12.779794-07:00,927616651409649675,1308890700896800818,1280929595318734889,gpt-4o,838,42
2024-11-20T13:26:44.197363-07:00,927616651409649675,1308890700896800818,1280929595318734889,gpt-4o,938,36
2024-11-20T13:27:16.286711-07:00,927616651409649675,1308889977693667408,1281622160779251726,gpt-4o,1441,41
2024-11-20T13:27:17.873406-07:00,927616651409649675,1308889027289550870,1281377626216337551,gpt-4o,562,18
2024-11-20T13:27:25.325314-07:00,927616651409649675,1308890700896800818,1280929595318734889,gpt-4o,1035,35
