timestamp,guild_id,thread_id,user_id,engine,input_tokens,output_tokens
2024-04-30T13:04:23.704118-06:00,1058490579799003187,1234943435027255366,911012305880358952,gpt-3.5-turbo,14,9
2024-04-30T13:04:59.996258-06:00,1058490579799003187,1234943566665744496,911012305880358952,gpt-3.5-turbo,15,18
2024-04-30T14:39:31.937756-06:00,747510855536738336,1234967291737673749,911012305880358952,gpt-4-turbo-preview,503,247
2024-04-30T16:20:31.917441-06:00,1008806488384483338,1234992628349669446,1149009402582544386,gpt-4-turbo-preview,511,18
2024-04-30T16:22:48.799686-06:00,1008806488384483338,1234992628349669446,1149009402582544386,gpt-4-turbo-preview,760,105
2024-04-30T16:23:32.666365-06:00,1008806488384483338,1234992628349669446,1149009402582544386,gpt-4-turbo-preview,1027,83
2024-04-30T16:24:32.494478-06:00,1008806488384483338,1234992628349669446,1149009402582544386,gpt-4-turbo-preview,1320,130
2024-04-30T16:26:52.034102-06:00,1008806488384483338,1234992628349669446,1149009402582544386,gpt-4-turbo-preview,1460,18
2024-04-30T16:28:05.742757-06:00,1008806488384483338,1234992628349669446,1149009402582544386,gpt-4-turbo-preview,1515,149
2024-04-30T16:28:32.440031-06:00,1008806488384483338,1234992628349669446,1149009402582544386,gpt-4-turbo-preview,1685,47
2024-04-30T16:30:04.379764-06:00,1008806488384483338,1234992628349669446,1149009402582544386,gpt-4-turbo-preview,1776,134
2024-04-30T16:34:49.806620-06:00,1008806488384483338,1234992628349669446,1149009402582544386,gpt-4-turbo-preview,1969,158
2024-04-30T16:50:29.344282-06:00,1008806488384483338,1235000276734185563,1149009402582544386,gpt-4-turbo-preview,502,119
2024-04-30T17:47:20.753714-06:00,747510855536738336,1235014603520475227,1193367072089051176,gpt-4-turbo-preview,502,27
2024-04-30T17:47:36.049012-06:00,747510855536738336,1235014603520475227,1193367072089051176,gpt-4-turbo-preview,549,36
2024-04-30T17:47:49.933011-06:00,747510855536738336,1235014603520475227,1193367072089051176,gpt-4-turbo-preview,600,28
2024-04-30T17:48:35.109095-06:00,747510855536738336,1235014603520475227,1193367072089051176,gpt-4-turbo-preview,649,49
2024-04-30T17:48:57.916236-06:00,747510855536738336,1235014603520475227,1193367072089051176,gpt-4-turbo-preview,719,38
2024-04-30T17:49:06.375106-06:00,747510855536738336,1235014603520475227,1193367072089051176,gpt-4-turbo-preview,767,4
2024-04-30T17:51:47.899297-06:00,747510855536738336,1235014603520475227,1193367072089051176,gpt-4-turbo-preview,798,64
2024-04-30T17:52:15.698598-06:00,747510855536738336,1235014603520475227,1193367072089051176,gpt-4-turbo-preview,883,40
2024-04-30T17:54:49.939844-06:00,747510855536738336,1235014603520475227,1193367072089051176,gpt-4-turbo-preview,958,97
2024-04-30T17:55:11.100056-06:00,747510855536738336,1235014603520475227,1193367072089051176,gpt-4-turbo-preview,1071,151
2024-04-30T18:29:11.398008-06:00,1008806488384483338,1235025038655230003,1149009402582544386,gpt-4-turbo-preview,565,44
2024-04-30T18:30:17.532285-06:00,1008806488384483338,1235025038655230003,1149009402582544386,gpt-4-turbo-preview,654,313
2024-04-30T18:38:22.774931-06:00,1008806488384483338,1235025038655230003,1149009402582544386,gpt-4-turbo-preview,988,63
2024-04-30T18:46:08.763465-06:00,1008806488384483338,1235025038655230003,1149009402582544386,gpt-4-turbo-preview,1072,80
2024-04-30T18:47:48.071733-06:00,1008806488384483338,1235025038655230003,1149009402582544386,gpt-4-turbo-preview,1175,146
2024-04-30T19:15:49.770267-06:00,1008806488384483338,1235036784694399007,1149009402582544386,gpt-4-turbo-preview,505,25
2024-04-30T19:16:16.619587-06:00,1008806488384483338,1235036784694399007,1149009402582544386,gpt-4-turbo-preview,555,23
2024-04-30T19:16:41.596098-06:00,1008806488384483338,1235036784694399007,1149009402582544386,gpt-4-turbo-preview,595,44
2024-04-30T19:21:25.491969-06:00,1008806488384483338,1235036784694399007,1149009402582544386,gpt-4-turbo-preview,790,52
2024-04-30T19:21:57.971495-06:00,1008806488384483338,1235036784694399007,1149009402582544386,gpt-4-turbo-preview,1236,321
2024-04-30T19:28:34.498728-06:00,1008806488384483338,1235036784694399007,1149009402582544386,gpt-4-turbo-preview,1589,142
2024-04-30T19:32:28.407062-06:00,1008806488384483338,1235036784694399007,1149009402582544386,gpt-4-turbo-preview,1753,74
2024-04-30T19:33:39.278392-06:00,1008806488384483338,1235041312324059177,1148656196056785006,gpt-4-turbo-preview,563,133
2024-04-30T19:35:04.535592-06:00,1008806488384483338,1235041312324059177,1148656196056785006,gpt-4-turbo-preview,807,298
2024-04-30T19:44:40.099177-06:00,747510855536738336,1235044113943105546,934238188036321351,gpt-4-turbo-preview,643,113
2024-04-30T19:44:47.793607-06:00,747510855536738336,1235044113943105546,934238188036321351,gpt-4-turbo-preview,772,171
2024-04-30T20:13:01.145691-06:00,1008806488384483338,1235051198906630154,1149009402582544386,gpt-4-turbo-preview,505,9
2024-04-30T20:21:24.515570-06:00,1008806488384483338,1235051198906630154,1149009402582544386,gpt-4-turbo-preview,528,32
2024-04-30T20:24:36.624425-06:00,747510855536738336,1235054171565068338,1148652811685466282,gpt-4-turbo-preview,603,35
2024-04-30T20:24:52.746980-06:00,747510855536738336,1235054171565068338,1148652811685466282,gpt-4-turbo-preview,657,30
